price,odo,khv,vdk,blg,year,odo_sqr,odo_cub
0.6670378619153675,0.1863236641221374,0.0,1.0,0.0,0.5,0.034716507811899076,0.006468506941037843
0.4454342984409799,0.1984732824427481,0.0,1.0,0.0,0.75,0.039391643843598854,0.007818188854454735
0.38975501113585753,0.35877862595419846,0.0,1.0,0.0,0.25,0.12872210244158264,0.0461827390439266
0.5345211581291759,0.25190839694656486,0.0,1.0,0.0,0.75,0.0634578404521881,0.01598556286200158
0.4732739420935411,0.26259541984732826,0.0,1.0,0.0,0.75,0.0689563545247946,0.01810762286757965
0.2962138084632516,0.3236641221374046,0.0,1.0,0.0,0.25,0.10475846395897676,0.03390655627374515
0.32850779510022277,0.3969465648854962,0.0,1.0,0.0,0.25,0.15756657537439542,0.06254551083563788
0.26614699331848557,0.22900763358778625,0.0,1.0,0.0,0.0,0.05244449624147777,0.012010189978964374
0.2561247216035635,0.4961832061068702,0.0,1.0,0.0,1.0,0.24619777402249285,0.12215920085085523
0.2783964365256125,0.450381679389313,0.0,1.0,0.0,0.5,0.20284365712953792,0.09135706695147129
0.4231625835189309,0.34045801526717556,0.0,1.0,0.0,0.25,0.11591166015966435,0.03946305376428267
0.2783964365256125,0.4435480916030534,1.0,0.0,0.0,0.25,0.19673490956471065,0.08726139368912672
0.3340757238307349,0.3465648854961832,0.0,1.0,0.0,0.25,0.12010721985898257,0.041624944897693195
0.5567928730512249,0.17251908396946564,0.0,1.0,0.0,0.75,0.029762834333663536,0.005134656915578594
0.18930957683741645,0.28754198473282444,0.0,1.0,0.0,0.5,0.08268039298409184,0.02377408429713566
0.20044543429844097,0.32536335877862593,0.0,1.0,0.0,1.0,0.10586131523570887,0.03444339308981316
0.2839643652561247,0.3816793893129771,0.0,1.0,0.0,0.5,0.14567915622632716,0.055602731384094335
0.4454342984409799,0.35572519083969467,0.0,1.0,0.0,0.75,0.1265404113979372,0.04501361199346468
0.5556792873051225,0.2047618320610687,0.0,1.0,0.0,0.5,0.041927407869005305,0.008585132848829195
0.055679287305122505,0.26564885496183205,0.0,1.0,0.0,0.25,0.07056931414253248,0.018746657497405575
0.2505567928730511,0.282442748091603,0.0,1.0,0.0,0.25,0.07977390594953672,0.02253156122238823
0.2772828507795101,0.3786259541984733,0.0,1.0,0.0,0.25,0.14335761319270438,0.05427891308670334
0.32850779510022277,0.40916030534351144,0.0,1.0,0.0,0.5,0.1674121554687955,0.06849840864982779
0.2227171492204899,0.36244274809160304,0.0,1.0,0.0,0.25,0.13136474564419323,0.04761219941363583
0.2561247216035635,0.3282442748091603,0.0,1.0,0.0,0.5,0.10774430394499154,0.0353664509132415
0.3229398663697104,0.2366412213740458,0.0,1.0,0.0,0.25,0.05599906765340015,0.013251687765308435
0.24498886414253895,0.24,0.0,1.0,0.0,0.5,0.0576,0.013823999999999998
0.10022271714922049,0.40610687022900765,0.0,1.0,0.0,0.0,0.16492279004720006,0.06697627809550415
0.2227171492204899,0.38778625954198476,0.0,1.0,0.0,0.0,0.15037818308956358,0.0583145931370216
0.3340757238307349,0.5419847328244275,0.0,1.0,0.0,0.5,0.29374745061476604,0.1592066335393007
0.3340757238307349,0.4442748091603053,0.0,1.0,0.0,0.25,0.1973801060544257,0.0876910089493708
0.4454342984409799,0.2137404580152672,0.0,1.0,0.0,0.25,0.0456849833925762,0.009764729274749112
0.31180400890868587,0.26717557251908397,0.0,1.0,0.0,0.25,0.0713827865509003,0.019071736864744355
0.9999999999999999,0.17251908396946564,0.0,1.0,0.0,0.75,0.029762834333663536,0.005134656915578594
0.04454342984409798,0.35572519083969467,0.0,1.0,0.0,0.25,0.1265404113979372,0.04501361199346468
0.3229398663697104,0.18778625954198472,0.0,1.0,0.0,0.25,0.035263679272769646,0.006622034428321628
0.5011135857461023,0.16030534351145037,0.0,1.0,0.0,0.75,0.025697803158324102,0.0041194951627847795
0.03340757238307346,0.3267175572519084,0.0,1.0,0.0,0.25,0.10674436221665402,0.034875257273838105
0.6681514476614699,0.3893129770992366,1.0,0.0,0.0,0.25,0.15156459413787074,0.05900606336665196
0.6124721603563473,0.20610687022900764,0.0,1.0,0.0,0.5,0.042480041955597,0.00875542849466503
0.5567928730512249,0.2678045801526718,0.0,1.0,0.0,0.75,0.0717192931507488,0.019206755191082673
0.38975501113585753,0.4476625954198473,0.0,1.0,0.0,0.0,0.2004017993380339,0.0897123896184717
0.06681514476614692,0.2931297709923664,0.0,1.0,0.0,0.0,0.08592506264203718,0.0251871939347651
0.4454342984409799,0.300763358778626,1.0,0.0,0.0,0.25,0.09045859798380049,0.02720663176001328
0.5567928730512249,0.4198473282442748,0.0,1.0,0.0,0.5,0.17627177903385582,0.07400723547222954
0.4454342984409799,0.3893129770992366,0.0,1.0,0.0,0.5,0.15156459413787074,0.05900606336665196
0.6124721603563473,0.21068702290076335,0.0,1.0,0.0,0.5,0.04438902161878678,0.00935219081433981
0.4454342984409799,0.3893129770992366,1.0,0.0,0.0,0.25,0.15156459413787074,0.05900606336665196
0.28953229398663705,0.26717557251908397,1.0,0.0,0.0,0.75,0.0713827865509003,0.019071736864744355
0.779510022271715,0.18167938931297709,1.0,0.0,0.0,1.0,0.03300740050113629,0.005996764365855296
0.28953229398663705,0.25165496183206104,0.0,1.0,0.0,0.25,0.0633302198146961,0.015937364050283384
0.2783964365256125,0.26717557251908397,0.0,1.0,0.0,1.0,0.0713827865509003,0.019071736864744355
0.6124721603563473,0.183206106870229,0.0,1.0,0.0,0.75,0.03356447759454577,0.00614921726922976
0.4342984409799554,0.4258961832061069,0.0,1.0,0.0,1.0,0.18138755886952976,0.07725226900360575
0.5567917594654789,0.33893129770992364,0.0,1.0,0.0,1.0,0.11487442456733289,0.03893453779228687
0.23385300668151443,0.25190839694656486,0.0,1.0,0.0,0.25,0.0634578404521881,0.01598556286200158
0.6681514476614699,0.2015267175572519,0.0,1.0,0.0,0.5,0.04061301788940038,0.00818460818534481
0.6124721603563473,0.19999999999999998,0.0,1.0,0.0,0.5,0.039999999999999994,0.007999999999999998
0.6124721603563473,0.24495267175572522,0.0,1.0,0.0,1.0,0.060001811400268064,0.014697604012678793
0.4454342984409799,0.3435114503816794,1.0,0.0,0.0,1.0,0.118000116543325,0.04053439117900477
0.4454342984409799,0.27022900763358776,0.0,1.0,0.0,0.25,0.07302371656663363,0.01973312646151779
0.6013363028953228,0.2213740458015267,0.0,1.0,0.0,0.75,0.04900646815453644,0.010848760125813409
0.38975501113585753,0.300763358778626,0.0,1.0,0.0,0.25,0.09045859798380049,0.02720663176001328
0.42873051224944325,0.27116641221374044,0.0,1.0,0.0,0.75,0.0735312231128722,0.019939197957205623
0.24498886414253895,0.4227297709923664,0.0,1.0,0.0,0.5,0.17870045928325856,0.07554200422904259
0.4454342984409799,0.24732824427480915,0.0,1.0,0.0,0.25,0.061171260416059664,0.015129380438781169
0.4454342984409799,0.26717557251908397,1.0,0.0,0.0,0.25,0.0713827865509003,0.019071736864744355
0.6681514476614699,0.15725190839694655,0.0,1.0,0.0,0.75,0.02472816269448167,0.0038885507748574227
0.5122494432071268,0.28549618320610687,0.0,1.0,0.0,0.5,0.08150807062525493,0.023270243064004083
0.40089086859688183,0.2687022900763359,0.0,1.0,0.0,0.25,0.07220092069226736,0.019400552735632147
0.5567928730512249,0.2870229007633588,0.0,1.0,0.0,0.25,0.0823821455626129,0.023645562390490423
0.4454342984409799,0.2213740458015267,0.0,1.0,0.0,0.75,0.04900646815453644,0.010848760125813409
0.2783964365256125,0.33129770992366414,1.0,0.0,0.0,0.25,0.10975817260066431,0.03636263122800634
0.2783964365256125,0.282442748091603,0.0,1.0,0.0,1.0,0.07977390594953672,0.02253156122238823
0.7238307349665923,0.17862595419847327,0.0,1.0,0.0,0.75,0.03190723151331507,0.0056994596748975
0.20044543429844097,0.3435114503816794,0.0,1.0,0.0,0.5,0.118000116543325,0.04053439117900477
0.5567928730512249,0.21656030534351145,0.0,1.0,0.0,1.0,0.04689836585047492,0.010156324428690557
0.7238307349665923,0.2137404580152672,0.0,1.0,0.0,0.75,0.0456849833925762,0.009764729274749112
0.5011135857461023,0.26717557251908397,0.0,0.0,1.0,0.25,0.0713827865509003,0.019071736864744355
0.4454342984409799,0.25190839694656486,0.0,1.0,0.0,0.25,0.0634578404521881,0.01598556286200158
0.35634743875278396,0.29923664122137406,0.0,1.0,0.0,0.25,0.08954256744944934,0.026794417129911558
0.2948775055679288,0.26717557251908397,0.0,1.0,0.0,0.25,0.0713827865509003,0.019071736864744355
0.5011135857461023,0.31297709923664124,1.0,0.0,0.0,0.25,0.09795466464658238,0.030657566797785328
0.2227171492204899,0.23816793893129773,1.0,0.0,0.0,0.25,0.056723967134782366,0.013509830340497785
0.2783964365256125,0.4160763358778626,0.0,1.0,0.0,0.25,0.1731195172775479,0.07203093441778646
0.1670378619153674,0.2900763358778626,0.0,1.0,0.0,0.0,0.08414428063632655,0.024408264612064186
0.5011135857461023,0.4198473282442748,0.0,1.0,0.0,0.75,0.17627177903385582,0.07400723547222954
0.5567928730512249,0.3737404580152672,0.0,1.0,0.0,0.75,0.13968192995746168,0.0522047884787582
0.10022271714922049,0.5083969465648855,1.0,0.0,0.0,0.75,0.2584674552764991,0.13140406504896826
0.38975501113585753,0.2931297709923664,0.0,1.0,0.0,1.0,0.08592506264203718,0.0251871939347651
0.6180400890868597,0.166412213740458,0.0,1.0,0.0,0.5,0.02769302488199988,0.004608457575783186
0.4454342984409799,0.31297709923664124,0.0,1.0,0.0,0.5,0.09795466464658238,0.030657566797785328
0.11024498886414247,0.31603053435114503,0.0,1.0,0.0,0.0,0.09987529864227027,0.03156364399839686
0.3340757238307349,0.31297709923664124,0.0,1.0,0.0,0.25,0.09795466464658238,0.030657566797785328
0.31180400890868587,0.25190839694656486,1.0,0.0,0.0,0.25,0.0634578404521881,0.01598556286200158
0.1948775055679287,0.300763358778626,0.0,1.0,0.0,0.25,0.09045859798380049,0.02720663176001328
0.4510022271714921,0.1984732824427481,0.0,1.0,0.0,1.0,0.039391643843598854,0.007818188854454735
0.2227171492204899,0.37404580152671757,0.0,1.0,0.0,0.0,0.13991026163976458,0.05233284595685851
0.30695991091314034,0.2366412213740458,0.0,1.0,0.0,0.75,0.05599906765340015,0.013251687765308435
0.38641425389755,0.26717557251908397,1.0,0.0,0.0,0.5,0.0713827865509003,0.019071736864744355
0.8017817371937638,0.1847328244274809,0.0,1.0,0.0,0.5,0.03412621642095449,0.006304232346466401
0.5567928730512249,0.2366412213740458,0.0,1.0,0.0,0.75,0.05599906765340015,0.013251687765308435
0.3329621380846325,0.2732824427480916,1.0,0.0,0.0,0.25,0.07468329351436397,0.020409632884078092
0.6681514476614699,0.19987480916030534,0.0,1.0,0.0,0.75,0.03994993933686848,0.007984986500922362
0.31180400890868587,0.33129770992366414,0.0,1.0,0.0,0.75,0.10975817260066431,0.03636263122800634
0.6124721603563473,0.26564885496183205,0.0,1.0,0.0,0.75,0.07056931414253248,0.018746657497405575
0.3329621380846325,0.2885496183206107,0.0,1.0,0.0,0.25,0.08326088223297012,0.024024895789360845
0.5011135857461023,0.31297709923664124,0.0,1.0,0.0,0.25,0.09795466464658238,0.030657566797785328
0.0,0.3893129770992366,0.0,1.0,0.0,0.5,0.15156459413787074,0.05900606336665196
0.5567928730512249,0.19999999999999998,0.0,1.0,0.0,0.75,0.039999999999999994,0.007999999999999998
0.2227171492204899,0.2595419847328244,0.0,1.0,0.0,0.0,0.06736204183905366,0.017483278034563544
0.5902004454342985,0.282442748091603,0.0,1.0,0.0,0.25,0.07977390594953672,0.02253156122238823
0.2561247216035635,0.31297709923664124,0.0,1.0,0.0,0.25,0.09795466464658238,0.030657566797785328
0.9799554565701559,0.18167938931297709,0.0,1.0,0.0,1.0,0.03300740050113629,0.005996764365855296
0.31180400890868587,0.49387328244274814,0.0,1.0,0.0,0.75,0.24391081911077447,0.12046103685753758
0.2227171492204899,0.31297709923664124,0.0,1.0,0.0,0.5,0.09795466464658238,0.030657566797785328
0.5011135857461023,0.26717557251908397,0.0,1.0,0.0,0.25,0.0713827865509003,0.019071736864744355
0.5011135857461023,0.23816793893129773,0.0,1.0,0.0,1.0,0.056723967134782366,0.013509830340497785
0.3340757238307349,0.1889679389312977,0.0,1.0,0.0,0.25,0.03570888194394266,0.0067478338224878755
0.4454342984409799,0.37251908396946565,1.0,0.0,0.0,0.0,0.13877046792144979,0.0516946475921126
0.690423162583519,0.17557251908396945,0.0,1.0,0.0,0.75,0.03082570945749082,0.005412147462002204
0.2227171492204899,0.23358778625954196,0.0,1.0,0.0,0.75,0.05456325388963346,0.012745309687196822
0.3711948775055679,0.3053435114503817,0.0,1.0,0.0,0.75,0.09323465998484938,0.0284685984686563
0.690423162583519,0.18921526717557252,0.0,1.0,0.0,0.75,0.03580241733232329,0.0067743639610669
0.4454342984409799,0.17916030534351143,0.0,1.0,0.0,0.25,0.03209841501078025,0.005750761834374141
0.5011135857461023,0.3435114503816794,0.0,1.0,0.0,0.25,0.118000116543325,0.04053439117900477
0.2561247216035635,0.2732824427480916,0.0,1.0,0.0,0.25,0.07468329351436397,0.020409632884078092
0.24498886414253895,0.450381679389313,0.0,1.0,0.0,0.0,0.20284365712953792,0.09135706695147129
0.3229398663697104,0.4122137404580153,0.0,1.0,0.0,1.0,0.169920167822388,0.07004342795732024
0.1670378619153674,0.282442748091603,0.0,1.0,0.0,0.0,0.07977390594953672,0.02253156122238823
0.38975501113585753,0.5068702290076337,0.0,1.0,0.0,0.5,0.256917429054251,0.1302237961007807
0.2505567928730511,0.3893129770992366,0.0,1.0,0.0,0.25,0.15156459413787074,0.05900606336665196
0.6124721603563473,0.20610687022900764,0.0,1.0,0.0,0.75,0.042480041955597,0.00875542849466503
0.5567928730512249,0.2900763358778626,0.0,1.0,0.0,1.0,0.08414428063632655,0.024408264612064186
0.33407461024498886,0.48396946564885496,0.0,1.0,0.0,0.75,0.2342264436804382,0.11335844678885329
0.6681514476614699,0.24122137404580152,0.0,1.0,0.0,1.0,0.058187751296544486,0.01403612932038783
0.41202672605790636,0.2366412213740458,0.0,1.0,0.0,1.0,0.05599906765340015,0.013251687765308435
0.35634743875278396,0.26717557251908397,0.0,1.0,0.0,0.25,0.0713827865509003,0.019071736864744355
0.2561247216035635,0.24656488549618322,0.0,1.0,0.0,0.25,0.06079424275974594,0.014989725504883923
0.378619153674833,0.29946717557251906,0.0,1.0,0.0,0.75,0.08968058924538196,0.026856392764993763
0.6681514476614699,0.24885496183206107,0.0,1.0,0.0,0.5,0.061928792028436576,0.015411287176542231
0.4454342984409799,0.4198473282442748,0.0,1.0,0.0,0.25,0.17627177903385582,0.07400723547222954
0.6681514476614699,0.38253282442748093,0.0,1.0,0.0,0.5,0.14633136176446596,0.05597654911808065
0.5567928730512249,0.4213740458015267,0.0,1.0,0.0,0.25,0.17755608647514712,0.07481752651471849
0.7015590200445433,0.15267175572519084,0.0,1.0,0.0,0.75,0.023308664996212345,0.0035585748085820374
0.4454342984409799,0.36244274809160304,0.0,1.0,0.0,0.25,0.13136474564419323,0.04761219941363583
0.2227171492204899,0.3786259541984733,0.0,1.0,0.0,0.75,0.14335761319270438,0.05427891308670334
0.38975501113585753,0.28783053435114503,0.0,1.0,0.0,0.25,0.08284641650486568,0.02384572833167301
0.4342984409799554,0.2030534351145038,0.0,1.0,0.0,0.25,0.0412306975118,0.008372034761938015
0.89086859688196,0.26717557251908397,0.0,1.0,0.0,0.75,0.0713827865509003,0.019071736864744355
